genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
EHA03391_bin.18.fa.gz,589_15,0.020000000000000018,average,fastANI,589
EHA03383_bin.7.fa.gz,589_16,0.020000000000000018,average,fastANI,589
EHA03425_bin.1.fa.gz,589_17,0.020000000000000018,average,fastANI,589
EHA03427_bin.11.fa.gz,589_18,0.020000000000000018,average,fastANI,589
EHA03379_bin.26.fa.gz,589_19,0.020000000000000018,average,fastANI,589
EHA03781_bin.348.fa.gz,589_20,0.020000000000000018,average,fastANI,589
EHA00661_bin.28.fa.gz,590_1,0.020000000000000018,average,fastANI,590
EHA00725_bin.3.fa.gz,590_1,0.020000000000000018,average,fastANI,590
EHA01432_bin.162.fa.gz,590_2,0.020000000000000018,average,fastANI,590
EHA03694_bin.115.fa.gz,590_2,0.020000000000000018,average,fastANI,590
EHA03444_bin.7.fa.gz,590_3,0.020000000000000018,average,fastANI,590
EHA03453_bin.9.fa.gz,590_4,0.020000000000000018,average,fastANI,590
EHA02915_bin.75.fa.gz,590_5,0.020000000000000018,average,fastANI,590
EHA03421_bin.3.fa.gz,591_1,0.020000000000000018,average,fastANI,591
EHA03425_bin.19.fa.gz,591_1,0.020000000000000018,average,fastANI,591
EHA03694_bin.380.fa.gz,591_1,0.020000000000000018,average,fastANI,591
EHA03415_bin.15.fa.gz,591_2,0.020000000000000018,average,fastANI,591
EHA01415_bin.55.fa.gz,592_1,0.020000000000000018,average,fastANI,592
EHA03651_bin.425.fa.gz,592_1,0.020000000000000018,average,fastANI,592
EHA01426_bin.26.fa.gz,593_1,0.020000000000000018,average,fastANI,593
EHA01432_bin.44.fa.gz,593_1,0.020000000000000018,average,fastANI,593
EHA03387_bin.23.fa.gz,593_1,0.020000000000000018,average,fastANI,593
EHA03651_bin.166.fa.gz,593_1,0.020000000000000018,average,fastANI,593
EHA03755_bin.145.fa.gz,593_1,0.020000000000000018,average,fastANI,593
EHA03694_bin.32.fa.gz,594_1,0.020000000000000018,average,fastANI,594
EHA03755_bin.33.fa.gz,594_1,0.020000000000000018,average,fastANI,594
EHA03781_bin.747.fa.gz,594_2,0.020000000000000018,average,fastANI,594
EHA01443_bin.40.fa.gz,595_1,0.020000000000000018,average,fastANI,595
EHA03425_bin.12.fa.gz,595_1,0.020000000000000018,average,fastANI,595
EHA00658_bin.19.fa.gz,595_2,0.020000000000000018,average,fastANI,595
EHA01421_bin.75.fa.gz,595_2,0.020000000000000018,average,fastANI,595
EHA01426_bin.71.fa.gz,595_2,0.020000000000000018,average,fastANI,595
EHA02869_bin.91.fa.gz,595_2,0.020000000000000018,average,fastANI,595
EHA01415_bin.37.fa.gz,595_3,0.020000000000000018,average,fastANI,595
EHA02919_bin.85.fa.gz,595_4,0.020000000000000018,average,fastANI,595
EHA03432_bin.16.fa.gz,596_0,0.020000000000000018,average,fastANI,596
EHA03781_bin.346.fa.gz,597_0,0.020000000000000018,average,fastANI,597
EHA03694_bin.253.fa.gz,598_1,0.020000000000000018,average,fastANI,598
EHA03781_bin.659.fa.gz,598_1,0.020000000000000018,average,fastANI,598
EHA03436_bin.20.fa.gz,599_1,0.020000000000000018,average,fastANI,599
EHA03694_bin.226.fa.gz,599_1,0.020000000000000018,average,fastANI,599
EHA03781_bin.88.fa.gz,599_1,0.020000000000000018,average,fastANI,599
EHA03444_bin.8.fa.gz,599_2,0.020000000000000018,average,fastANI,599
EHA02919_bin.150.fa.gz,599_3,0.020000000000000018,average,fastANI,599
EHA01404_bin.74.fa.gz,599_4,0.020000000000000018,average,fastANI,599
EHA01426_bin.70.fa.gz,599_5,0.020000000000000018,average,fastANI,599
EHA03442_bin.1.fa.gz,600_0,0.020000000000000018,average,fastANI,600
EHA03450_bin.1.fa.gz,601_0,0.020000000000000018,average,fastANI,601
EHA03694_bin.368.fa.gz,602_1,0.020000000000000018,average,fastANI,602
EHA03755_bin.90.fa.gz,602_1,0.020000000000000018,average,fastANI,602
EHA03651_bin.323.fa.gz,602_2,0.020000000000000018,average,fastANI,602
EHA03781_bin.632.fa.gz,603_0,0.020000000000000018,average,fastANI,603
EHA03694_bin.40.fa.gz,604_1,0.020000000000000018,average,fastANI,604
EHA03781_bin.156.fa.gz,604_2,0.020000000000000018,average,fastANI,604
EHA03694_bin.102.fa.gz,605_0,0.020000000000000018,average,fastANI,605
EHA03694_bin.140.fa.gz,606_1,0.020000000000000018,average,fastANI,606
EHA03755_bin.92.fa.gz,606_1,0.020000000000000018,average,fastANI,606
EHA03694_bin.554.fa.gz,607_0,0.020000000000000018,average,fastANI,607
EHA01432_bin.40.fa.gz,608_1,0.020000000000000018,average,fastANI,608
EHA01443_bin.38.fa.gz,608_1,0.020000000000000018,average,fastANI,608
EHA03755_bin.54.fa.gz,608_1,0.020000000000000018,average,fastANI,608
EHA01421_bin.11.fa.gz,608_2,0.020000000000000018,average,fastANI,608
EHA03781_bin.594.fa.gz,608_3,0.020000000000000018,average,fastANI,608
EHA03426_bin.2.fa.gz,609_1,0.020000000000000018,average,fastANI,609
EHA03694_bin.338.fa.gz,609_1,0.020000000000000018,average,fastANI,609
EHA03694_bin.295.fa.gz,610_0,0.020000000000000018,average,fastANI,610
EHA01404_bin.20.fa.gz,611_1,0.020000000000000018,average,fastANI,611
EHA01443_bin.8.fa.gz,611_1,0.020000000000000018,average,fastANI,611
EHA03651_bin.94.fa.gz,611_1,0.020000000000000018,average,fastANI,611
EHA03755_bin.129.fa.gz,611_2,0.020000000000000018,average,fastANI,611
EHA03781_bin.254.fa.gz,611_3,0.020000000000000018,average,fastANI,611
EHA00717_bin.53.fa.gz,612_1,0.020000000000000018,average,fastANI,612
EHA01409_bin.76.fa.gz,612_1,0.020000000000000018,average,fastANI,612
EHA03651_bin.52.fa.gz,613_1,0.020000000000000018,average,fastANI,613
EHA03694_bin.377.fa.gz,613_2,0.020000000000000018,average,fastANI,613
EHA03781_bin.441.fa.gz,613_3,0.020000000000000018,average,fastANI,613
EHA03694_bin.374.fa.gz,614_1,0.020000000000000018,average,fastANI,614
EHA03781_bin.46.fa.gz,614_2,0.020000000000000018,average,fastANI,614
EHA03755_bin.327.fa.gz,615_0,0.020000000000000018,average,fastANI,615
EHA02919_bin.133.fa.gz,616_1,0.020000000000000018,average,fastANI,616
EHA03781_bin.248.fa.gz,616_2,0.020000000000000018,average,fastANI,616
EHA01432_bin.77.fa.gz,616_3,0.020000000000000018,average,fastANI,616
EHA01443_bin.42.fa.gz,616_3,0.020000000000000018,average,fastANI,616
EHA03755_bin.28.fa.gz,616_4,0.020000000000000018,average,fastANI,616
EHA03587_bin.15.fa.gz,616_5,0.020000000000000018,average,fastANI,616
EHA03651_bin.31.fa.gz,616_6,0.020000000000000018,average,fastANI,616
EHA03694_bin.21.fa.gz,617_1,0.020000000000000018,average,fastANI,617
EHA03755_bin.156.fa.gz,617_1,0.020000000000000018,average,fastANI,617
EHA03651_bin.343.fa.gz,617_2,0.020000000000000018,average,fastANI,617
EHA03781_bin.442.fa.gz,617_3,0.020000000000000018,average,fastANI,617
EHA00669_bin.25.fa.gz,618_1,0.020000000000000018,average,fastANI,618
EHA00723_bin.22.fa.gz,618_1,0.020000000000000018,average,fastANI,618
EHA03440_bin.4.fa.gz,618_1,0.020000000000000018,average,fastANI,618
EHA01404_bin.118.fa.gz,618_2,0.020000000000000018,average,fastANI,618
EHA03373_bin.23.fa.gz,618_2,0.020000000000000018,average,fastANI,618
EHA01432_bin.125.fa.gz,618_3,0.020000000000000018,average,fastANI,618
EHA03591_bin.18.fa.gz,618_3,0.020000000000000018,average,fastANI,618
EHA03394_bin.2.fa.gz,618_4,0.020000000000000018,average,fastANI,618
EHA00656_bin.15.fa.gz,618_5,0.020000000000000018,average,fastANI,618
EHA02869_bin.41.fa.gz,618_5,0.020000000000000018,average,fastANI,618
EHA03387_bin.34.fa.gz,618_5,0.020000000000000018,average,fastANI,618
EHA03391_bin.6.fa.gz,618_6,0.020000000000000018,average,fastANI,618
EHA03426_bin.11.fa.gz,618_7,0.020000000000000018,average,fastANI,618
EHA03427_bin.13.fa.gz,618_7,0.020000000000000018,average,fastANI,618
EHA03396_bin.21.fa.gz,618_8,0.020000000000000018,average,fastANI,618
EHA03385_bin.1.fa.gz,618_9,0.020000000000000018,average,fastANI,618
EHA03379_bin.24.fa.gz,618_10,0.020000000000000018,average,fastANI,618
EHA03409_bin.18.fa.gz,618_11,0.020000000000000018,average,fastANI,618
EHA03439_bin.25.fa.gz,619_0,0.020000000000000018,average,fastANI,619
EHA03694_bin.475.fa.gz,620_0,0.020000000000000018,average,fastANI,620
EHA03598_bin.48.fa.gz,621_1,0.020000000000000018,average,fastANI,621
EHA03781_bin.358.fa.gz,621_2,0.020000000000000018,average,fastANI,621
EHA03781_bin.701.fa.gz,622_0,0.020000000000000018,average,fastANI,622
EHA03694_bin.28.fa.gz,623_0,0.020000000000000018,average,fastANI,623
EHA00718_bin.1.fa.gz,624_1,0.020000000000000018,average,fastANI,624
EHA03781_bin.308.fa.gz,624_1,0.020000000000000018,average,fastANI,624
EHA03443_bin.21.fa.gz,625_0,0.020000000000000018,average,fastANI,625
EHA03450_bin.34.fa.gz,626_0,0.020000000000000018,average,fastANI,626
EHA03781_bin.359.fa.gz,627_0,0.020000000000000018,average,fastANI,627
EHA03694_bin.464.fa.gz,628_1,0.020000000000000018,average,fastANI,628
EHA03755_bin.265.fa.gz,628_1,0.020000000000000018,average,fastANI,628
EHA03651_bin.123.fa.gz,628_2,0.020000000000000018,average,fastANI,628
EHA03439_bin.22.fa.gz,628_3,0.020000000000000018,average,fastANI,628
EHA03781_bin.373.fa.gz,629_0,0.020000000000000018,average,fastANI,629
EHA01447_bin.46.fa.gz,630_1,0.020000000000000018,average,fastANI,630
EHA03694_bin.1.fa.gz,630_1,0.020000000000000018,average,fastANI,630
EHA00656_bin.11.fa.gz,631_1,0.020000000000000018,average,fastANI,631
EHA01447_bin.79.fa.gz,631_1,0.020000000000000018,average,fastANI,631
EHA03417_bin.13.fa.gz,631_1,0.020000000000000018,average,fastANI,631
EHA02869_bin.72.fa.gz,631_2,0.020000000000000018,average,fastANI,631
EHA03651_bin.356.fa.gz,631_3,0.020000000000000018,average,fastANI,631
EHA03399_bin.15.fa.gz,631_4,0.020000000000000018,average,fastANI,631
EHA03694_bin.106.fa.gz,632_1,0.020000000000000018,average,fastANI,632
EHA03755_bin.237.fa.gz,632_1,0.020000000000000018,average,fastANI,632
EHA01415_bin.60.fa.gz,632_2,0.020000000000000018,average,fastANI,632
EHA01426_bin.83.fa.gz,632_2,0.020000000000000018,average,fastANI,632
EHA03781_bin.16.fa.gz,632_3,0.020000000000000018,average,fastANI,632
EHA03399_bin.20.fa.gz,633_1,0.020000000000000018,average,fastANI,633
EHA03694_bin.318.fa.gz,633_2,0.020000000000000018,average,fastANI,633
EHA00565_bin.24.fa.gz,634_1,0.020000000000000018,average,fastANI,634
EHA03781_bin.21.fa.gz,634_1,0.020000000000000018,average,fastANI,634
EHA01421_bin.54.fa.gz,634_2,0.020000000000000018,average,fastANI,634
EHA03651_bin.191.fa.gz,634_3,0.020000000000000018,average,fastANI,634
EHA03597_bin.25.fa.gz,634_4,0.020000000000000018,average,fastANI,634
EHA03694_bin.516.fa.gz,634_5,0.020000000000000018,average,fastANI,634
EHA01415_bin.36.fa.gz,634_6,0.020000000000000018,average,fastANI,634
EHA01426_bin.57.fa.gz,634_7,0.020000000000000018,average,fastANI,634
EHA03382_bin.40.fa.gz,634_8,0.020000000000000018,average,fastANI,634
EHA03408_bin.35.fa.gz,634_9,0.020000000000000018,average,fastANI,634
EHA03694_bin.36.fa.gz,635_0,0.020000000000000018,average,fastANI,635
EHA03694_bin.483.fa.gz,636_1,0.020000000000000018,average,fastANI,636
EHA03755_bin.249.fa.gz,636_1,0.020000000000000018,average,fastANI,636
EHA00652_bin.2.fa.gz,636_2,0.020000000000000018,average,fastANI,636
EHA03651_bin.439.fa.gz,636_2,0.020000000000000018,average,fastANI,636
EHA03385_bin.17.fa.gz,637_0,0.020000000000000018,average,fastANI,637
EHA01447_bin.58.fa.gz,638_1,0.020000000000000018,average,fastANI,638
EHA03694_bin.45.fa.gz,638_1,0.020000000000000018,average,fastANI,638
EHA03379_bin.30.fa.gz,638_2,0.020000000000000018,average,fastANI,638
EHA03408_bin.27.fa.gz,638_2,0.020000000000000018,average,fastANI,638
EHA03388_bin.5.fa.gz,638_3,0.020000000000000018,average,fastANI,638
EHA03651_bin.151.fa.gz,638_4,0.020000000000000018,average,fastANI,638
EHA01432_bin.65.fa.gz,639_1,0.020000000000000018,average,fastANI,639
EHA03408_bin.3.fa.gz,639_1,0.020000000000000018,average,fastANI,639
EHA03651_bin.408.fa.gz,639_1,0.020000000000000018,average,fastANI,639
EHA03694_bin.304.fa.gz,639_1,0.020000000000000018,average,fastANI,639
EHA03425_bin.10.fa.gz,639_2,0.020000000000000018,average,fastANI,639
EHA01426_bin.1.fa.gz,640_1,0.020000000000000018,average,fastANI,640
EHA03651_bin.27.fa.gz,640_1,0.020000000000000018,average,fastANI,640
EHA01826_bin.23.fa.gz,640_2,0.020000000000000018,average,fastANI,640
EHA03423_bin.5.fa.gz,640_2,0.020000000000000018,average,fastANI,640
EHA00691_bin.6.fa.gz,640_3,0.020000000000000018,average,fastANI,640
EHA03395_bin.23.fa.gz,640_4,0.020000000000000018,average,fastANI,640
EHA03781_bin.66.fa.gz,640_5,0.020000000000000018,average,fastANI,640
EHA02919_bin.15.fa.gz,641_1,0.020000000000000018,average,fastANI,641
EHA03781_bin.486.fa.gz,641_2,0.020000000000000018,average,fastANI,641
EHA00657_bin.20.fa.gz,641_3,0.020000000000000018,average,fastANI,641
EHA02869_bin.47.fa.gz,641_3,0.020000000000000018,average,fastANI,641
EHA01404_bin.54.fa.gz,641_4,0.020000000000000018,average,fastANI,641
EHA03694_bin.305.fa.gz,641_5,0.020000000000000018,average,fastANI,641
EHA03755_bin.36.fa.gz,641_6,0.020000000000000018,average,fastANI,641
EHA01432_bin.6.fa.gz,641_7,0.020000000000000018,average,fastANI,641
EHA03439_bin.24.fa.gz,641_8,0.020000000000000018,average,fastANI,641
EHA03651_bin.81.fa.gz,642_1,0.020000000000000018,average,fastANI,642
EHA03694_bin.112.fa.gz,642_1,0.020000000000000018,average,fastANI,642
EHA03755_bin.318.fa.gz,642_1,0.020000000000000018,average,fastANI,642
EHA03380_bin.12.fa.gz,642_2,0.020000000000000018,average,fastANI,642
EHA01402_bin.22.fa.gz,643_0,0.020000000000000018,average,fastANI,643
EHA03415_bin.53.fa.gz,644_1,0.020000000000000018,average,fastANI,644
EHA03417_bin.7.fa.gz,644_2,0.020000000000000018,average,fastANI,644
EHA03403_bin.34.fa.gz,644_3,0.020000000000000018,average,fastANI,644
EHA03651_bin.55.fa.gz,644_4,0.020000000000000018,average,fastANI,644
EHA03426_bin.4.fa.gz,644_5,0.020000000000000018,average,fastANI,644
EHA00654_bin.10.fa.gz,645_1,0.020000000000000018,average,fastANI,645
EHA01421_bin.86.fa.gz,645_1,0.020000000000000018,average,fastANI,645
EHA03373_bin.30.fa.gz,645_2,0.020000000000000018,average,fastANI,645
EHA00650_bin.10.fa.gz,645_3,0.020000000000000018,average,fastANI,645
EHA01402_bin.7.fa.gz,645_4,0.020000000000000018,average,fastANI,645
EHA00805_bin.18.fa.gz,645_5,0.020000000000000018,average,fastANI,645
EHA01436_bin.32.fa.gz,645_6,0.020000000000000018,average,fastANI,645
EHA01447_bin.64.fa.gz,645_7,0.020000000000000018,average,fastANI,645
EHA03399_bin.4.fa.gz,645_8,0.020000000000000018,average,fastANI,645
EHA01443_bin.116.fa.gz,645_9,0.020000000000000018,average,fastANI,645
EHA03415_bin.42.fa.gz,645_10,0.020000000000000018,average,fastANI,645
EHA03406_bin.16.fa.gz,645_11,0.020000000000000018,average,fastANI,645
EHA00726_bin.9.fa.gz,645_12,0.020000000000000018,average,fastANI,645
EHA02919_bin.9.fa.gz,645_12,0.020000000000000018,average,fastANI,645
EHA03445_bin.38.fa.gz,645_13,0.020000000000000018,average,fastANI,645
EHA03414_bin.39.fa.gz,645_14,0.020000000000000018,average,fastANI,645
EHA03419_bin.1.fa.gz,645_15,0.020000000000000018,average,fastANI,645
EHA03408_bin.53.fa.gz,645_16,0.020000000000000018,average,fastANI,645
EHA03407_bin.4.fa.gz,645_17,0.020000000000000018,average,fastANI,645
EHA03755_bin.124.fa.gz,646_0,0.020000000000000018,average,fastANI,646
EHA03395_bin.20.fa.gz,647_0,0.020000000000000018,average,fastANI,647
EHA03434_bin.58.fa.gz,648_1,0.020000000000000018,average,fastANI,648
EHA03781_bin.318.fa.gz,648_2,0.020000000000000018,average,fastANI,648
EHA03781_bin.739.fa.gz,649_0,0.020000000000000018,average,fastANI,649
EHA03781_bin.414.fa.gz,650_0,0.020000000000000018,average,fastANI,650
EHA00564_bin.38.fa.gz,651_1,0.020000000000000018,average,fastANI,651
EHA02915_bin.65.fa.gz,651_1,0.020000000000000018,average,fastANI,651
EHA03434_bin.14.fa.gz,651_2,0.020000000000000018,average,fastANI,651
EHA03445_bin.55.fa.gz,651_3,0.020000000000000018,average,fastANI,651
EHA00688_bin.25.fa.gz,652_1,0.020000000000000018,average,fastANI,652
EHA01439_bin.17.fa.gz,652_1,0.020000000000000018,average,fastANI,652
EHA03418_bin.6.fa.gz,652_1,0.020000000000000018,average,fastANI,652
EHA03694_bin.86.fa.gz,652_1,0.020000000000000018,average,fastANI,652
EHA01447_bin.82.fa.gz,652_2,0.020000000000000018,average,fastANI,652
EHA00646_bin.10.fa.gz,652_3,0.020000000000000018,average,fastANI,652
EHA00647_bin.3.fa.gz,652_3,0.020000000000000018,average,fastANI,652
EHA00654_bin.24.fa.gz,652_4,0.020000000000000018,average,fastANI,652
EHA00671_bin.8.fa.gz,652_5,0.020000000000000018,average,fastANI,652
EHA03435_bin.19.fa.gz,652_6,0.020000000000000018,average,fastANI,652
EHA03447_bin.28.fa.gz,652_6,0.020000000000000018,average,fastANI,652
EHA03599_bin.10.fa.gz,652_7,0.020000000000000018,average,fastANI,652
EHA03586_bin.34.fa.gz,652_8,0.020000000000000018,average,fastANI,652
EHA00726_bin.22.fa.gz,652_9,0.020000000000000018,average,fastANI,652
EHA00563_bin.11.fa.gz,652_10,0.020000000000000018,average,fastANI,652
EHA01409_bin.103.fa.gz,652_11,0.020000000000000018,average,fastANI,652
EHA03437_bin.3.fa.gz,653_1,0.020000000000000018,average,fastANI,653
EHA03781_bin.23.fa.gz,653_2,0.020000000000000018,average,fastANI,653
EHA00660_bin.28.fa.gz,654_1,0.020000000000000018,average,fastANI,654
EHA03373_bin.29.fa.gz,654_1,0.020000000000000018,average,fastANI,654
EHA00647_bin.5.fa.gz,654_2,0.020000000000000018,average,fastANI,654
EHA03417_bin.18.fa.gz,654_3,0.020000000000000018,average,fastANI,654
EHA01443_bin.76.fa.gz,654_4,0.020000000000000018,average,fastANI,654
EHA03398_bin.8.fa.gz,654_4,0.020000000000000018,average,fastANI,654
EHA01826_bin.16.fa.gz,654_5,0.020000000000000018,average,fastANI,654
EHA03409_bin.33.fa.gz,654_6,0.020000000000000018,average,fastANI,654
EHA03428_bin.4.fa.gz,654_6,0.020000000000000018,average,fastANI,654
EHA03426_bin.3.fa.gz,654_7,0.020000000000000018,average,fastANI,654
EHA03427_bin.12.fa.gz,654_8,0.020000000000000018,average,fastANI,654
EHA02915_bin.74.fa.gz,654_9,0.020000000000000018,average,fastANI,654
EHA03440_bin.11.fa.gz,654_10,0.020000000000000018,average,fastANI,654
EHA00564_bin.37.fa.gz,654_11,0.020000000000000018,average,fastANI,654
EHA03439_bin.14.fa.gz,654_12,0.020000000000000018,average,fastANI,654
EHA03448_bin.8.fa.gz,654_12,0.020000000000000018,average,fastANI,654
EHA03431_bin.30.fa.gz,654_13,0.020000000000000018,average,fastANI,654
EHA00565_bin.16.fa.gz,654_14,0.020000000000000018,average,fastANI,654
EHA02919_bin.51.fa.gz,654_15,0.020000000000000018,average,fastANI,654
EHA02919_bin.114.fa.gz,655_1,0.020000000000000018,average,fastANI,655
EHA03781_bin.520.fa.gz,655_2,0.020000000000000018,average,fastANI,655
EHA01432_bin.110.fa.gz,655_3,0.020000000000000018,average,fastANI,655
EHA03694_bin.34.fa.gz,655_3,0.020000000000000018,average,fastANI,655
EHA03755_bin.116.fa.gz,655_3,0.020000000000000018,average,fastANI,655
EHA00651_bin.21.fa.gz,655_4,0.020000000000000018,average,fastANI,655
EHA00686_bin.6.fa.gz,656_1,0.020000000000000018,average,fastANI,656
EHA01426_bin.46.fa.gz,656_1,0.020000000000000018,average,fastANI,656
EHA03385_bin.28.fa.gz,656_1,0.020000000000000018,average,fastANI,656
EHA03597_bin.9.fa.gz,656_1,0.020000000000000018,average,fastANI,656
EHA00651_bin.38.fa.gz,656_2,0.020000000000000018,average,fastANI,656
EHA03596_bin.27.fa.gz,656_3,0.020000000000000018,average,fastANI,656
EHA03412_bin.20.fa.gz,656_4,0.020000000000000018,average,fastANI,656
EHA03413_bin.7.fa.gz,657_1,0.020000000000000018,average,fastANI,657
EHA03419_bin.30.fa.gz,657_2,0.020000000000000018,average,fastANI,657
EHA03380_bin.8.fa.gz,657_3,0.020000000000000018,average,fastANI,657
EHA03379_bin.38.fa.gz,657_4,0.020000000000000018,average,fastANI,657
EHA00563_bin.46.fa.gz,658_1,0.020000000000000018,average,fastANI,658
EHA03586_bin.35.fa.gz,658_2,0.020000000000000018,average,fastANI,658
EHA03437_bin.32.fa.gz,658_3,0.020000000000000018,average,fastANI,658
EHA03431_bin.28.fa.gz,658_4,0.020000000000000018,average,fastANI,658
EHA00728_bin.20.fa.gz,658_5,0.020000000000000018,average,fastANI,658
EHA03448_bin.33.fa.gz,658_6,0.020000000000000018,average,fastANI,658
EHA00717_bin.20.fa.gz,658_7,0.020000000000000018,average,fastANI,658
EHA03443_bin.33.fa.gz,658_8,0.020000000000000018,average,fastANI,658
EHA00725_bin.4.fa.gz,658_9,0.020000000000000018,average,fastANI,658
EHA02919_bin.201.fa.gz,658_10,0.020000000000000018,average,fastANI,658
EHA03781_bin.626.fa.gz,658_11,0.020000000000000018,average,fastANI,658
EHA00654_bin.3.fa.gz,658_12,0.020000000000000018,average,fastANI,658
EHA00687_bin.22.fa.gz,658_12,0.020000000000000018,average,fastANI,658
EHA00646_bin.6.fa.gz,658_13,0.020000000000000018,average,fastANI,658
EHA03584_bin.41.fa.gz,658_14,0.020000000000000018,average,fastANI,658
EHA00652_bin.14.fa.gz,658_15,0.020000000000000018,average,fastANI,658
EHA00688_bin.31.fa.gz,658_16,0.020000000000000018,average,fastANI,658
EHA03694_bin.232.fa.gz,658_16,0.020000000000000018,average,fastANI,658
EHA03384_bin.39.fa.gz,658_17,0.020000000000000018,average,fastANI,658
EHA01439_bin.25.fa.gz,658_18,0.020000000000000018,average,fastANI,658
EHA03404_bin.4.fa.gz,658_19,0.020000000000000018,average,fastANI,658
EHA01447_bin.48.fa.gz,658_20,0.020000000000000018,average,fastANI,658
EHA03419_bin.31.fa.gz,658_21,0.020000000000000018,average,fastANI,658
EHA03588_bin.10.fa.gz,658_21,0.020000000000000018,average,fastANI,658
EHA03415_bin.57.fa.gz,658_22,0.020000000000000018,average,fastANI,658
EHA03427_bin.16.fa.gz,658_23,0.020000000000000018,average,fastANI,658
EHA03425_bin.38.fa.gz,658_24,0.020000000000000018,average,fastANI,658
EHA03381_bin.6.fa.gz,658_25,0.020000000000000018,average,fastANI,658
EHA03589_bin.4.fa.gz,658_26,0.020000000000000018,average,fastANI,658
EHA00685_bin.6.fa.gz,658_27,0.020000000000000018,average,fastANI,658
EHA03418_bin.14.fa.gz,658_28,0.020000000000000018,average,fastANI,658
EHA00721_bin.1.fa.gz,658_29,0.020000000000000018,average,fastANI,658
EHA03440_bin.36.fa.gz,658_29,0.020000000000000018,average,fastANI,658
EHA01825_bin.7.fa.gz,658_30,0.020000000000000018,average,fastANI,658
EHA03382_bin.32.fa.gz,658_30,0.020000000000000018,average,fastANI,658
EHA00650_bin.5.fa.gz,658_31,0.020000000000000018,average,fastANI,658
EHA01404_bin.114.fa.gz,658_32,0.020000000000000018,average,fastANI,658
EHA03651_bin.367.fa.gz,659_0,0.020000000000000018,average,fastANI,659
EHA03651_bin.162.fa.gz,660_1,0.020000000000000018,average,fastANI,660
EHA03781_bin.60.fa.gz,660_2,0.020000000000000018,average,fastANI,660
EHA00685_bin.11.fa.gz,661_1,0.020000000000000018,average,fastANI,661
EHA00805_bin.26.fa.gz,661_2,0.020000000000000018,average,fastANI,661
EHA01443_bin.80.fa.gz,661_3,0.020000000000000018,average,fastANI,661
EHA00658_bin.17.fa.gz,661_4,0.020000000000000018,average,fastANI,661
EHA00661_bin.29.fa.gz,661_4,0.020000000000000018,average,fastANI,661
EHA00725_bin.8.fa.gz,661_4,0.020000000000000018,average,fastANI,661
EHA02869_bin.9.fa.gz,661_4,0.020000000000000018,average,fastANI,661
EHA01409_bin.64.fa.gz,661_5,0.020000000000000018,average,fastANI,661
EHA02919_bin.32.fa.gz,661_5,0.020000000000000018,average,fastANI,661
EHA03434_bin.31.fa.gz,661_6,0.020000000000000018,average,fastANI,661
EHA03420_bin.6.fa.gz,661_7,0.020000000000000018,average,fastANI,661
EHA01421_bin.61.fa.gz,661_8,0.020000000000000018,average,fastANI,661
EHA01402_bin.23.fa.gz,662_1,0.020000000000000018,average,fastANI,662
EHA03651_bin.215.fa.gz,662_1,0.020000000000000018,average,fastANI,662
EHA01415_bin.11.fa.gz,662_2,0.020000000000000018,average,fastANI,662
EHA03390_bin.18.fa.gz,662_3,0.020000000000000018,average,fastANI,662
EHA03425_bin.37.fa.gz,662_4,0.020000000000000018,average,fastANI,662
EHA03401_bin.28.fa.gz,662_5,0.020000000000000018,average,fastANI,662
EHA02869_bin.43.fa.gz,662_6,0.020000000000000018,average,fastANI,662
EHA03651_bin.251.fa.gz,662_7,0.020000000000000018,average,fastANI,662
EHA01432_bin.58.fa.gz,662_8,0.020000000000000018,average,fastANI,662
EHA01447_bin.5.fa.gz,663_1,0.020000000000000018,average,fastANI,663
EHA03408_bin.22.fa.gz,663_1,0.020000000000000018,average,fastANI,663
EHA03651_bin.315.fa.gz,663_2,0.020000000000000018,average,fastANI,663
EHA03651_bin.19.fa.gz,664_1,0.020000000000000018,average,fastANI,664
EHA03694_bin.482.fa.gz,664_1,0.020000000000000018,average,fastANI,664
EHA03755_bin.133.fa.gz,664_1,0.020000000000000018,average,fastANI,664
EHA03781_bin.107.fa.gz,664_2,0.020000000000000018,average,fastANI,664
EHA03405_bin.7.fa.gz,665_0,0.020000000000000018,average,fastANI,665
EHA03694_bin.184.fa.gz,666_1,0.020000000000000018,average,fastANI,666
EHA03755_bin.81.fa.gz,666_2,0.020000000000000018,average,fastANI,666
EHA03419_bin.2.fa.gz,667_1,0.020000000000000018,average,fastANI,667
EHA03694_bin.155.fa.gz,667_2,0.020000000000000018,average,fastANI,667
EHA03755_bin.25.fa.gz,668_0,0.020000000000000018,average,fastANI,668
EHA03755_bin.193.fa.gz,669_0,0.020000000000000018,average,fastANI,669
EHA03694_bin.484.fa.gz,670_1,0.020000000000000018,average,fastANI,670
EHA03755_bin.48.fa.gz,670_1,0.020000000000000018,average,fastANI,670
EHA03651_bin.124.fa.gz,670_2,0.020000000000000018,average,fastANI,670
EHA01432_bin.126.fa.gz,671_1,0.020000000000000018,average,fastANI,671
EHA03382_bin.21.fa.gz,671_1,0.020000000000000018,average,fastANI,671
EHA03755_bin.85.fa.gz,671_1,0.020000000000000018,average,fastANI,671
EHA00722_bin.17.fa.gz,671_2,0.020000000000000018,average,fastANI,671
EHA02919_bin.157.fa.gz,671_2,0.020000000000000018,average,fastANI,671
